item_id,order_id,product_id,quantity,discount
103614,10411,104,2,0.1
103615,12940,510,2,0.15
103616,12655,395,2,0.1
103617,15326,465,4,0.15
103618,13187,206,5,0.05
103619,13451,208,2,0.0
103620,10599,270,1,0.15
103621,10824,367,5,0.1
103622,12398,367,5,0.05
103623,15218,154,5,0.05
103624,14115,586,2,0.2
103625,10313,266,5,0.2
103626,12975,354,2,0.0
103627,13739,376,1,0.0
103628,12493,254,1,0.2
103629,11946,228,1,0.2
103630,10231,586,1,0.05
103631,13741,176,5,0.15
103632,12673,475,5,0.2
103633,13455,321,2,0.1
103634,13584,370,1,0.15
103635,10044,534,3,0.15
103636,12925,223,1,0.1
103637,13694,125,4,0.1
103638,12271,539,3,0.1
103639,13458,535,4,0.05
103640,12950,206,3,0.2
103641,15385,206,2,0.2
103642,12319,203,5,0.05
103643,15616,574,2,0.15
103644,13386,366,3,0.05
103645,15507,114,1,0.2
103646,12295,233,2,0.0
103647,12996,541,3,0.05
103648,13639,122,1,0.0
103649,14917,175,5,0.0
103650,13368,385,3,0.1
103651,13285,491,4,0.1
103652,12343,344,4,0.1
103653,10171,356,4,0.0
103654,14342,246,1,0.2
103655,15261,515,1,0.1
103656,11640,527,2,0.1
103657,10617,312,1,0.15
103658,10240,349,3,0.0
103659,15536,135,4,0.0
103660,14494,427,5,0.1
103661,11857,353,4,0.15
103662,10923,450,3,0.15
103663,14888,360,5,0.05
103664,11905,407,2,0.05
103665,13150,450,1,0.1
103666,10813,386,3,0.0
103667,15000,450,1,0.15
103668,11731,281,2,0.15
103669,10832,310,5,0.15
103670,13425,591,3,0.0
103671,15491,210,5,0.05
103672,15141,430,3,0.1
103673,12208,242,2,0.05
103674,14840,264,2,0.15
103675,13433,187,2,0.15
103676,14909,240,1,0.0
103677,15676,432,4,0.0
103678,13369,262,5,0.0
103679,15472,126,3,0.1
103680,12228,234,5,0.2
103681,15747,457,4,0.2
103682,12261,215,1,0.1
103683,14626,281,1,0.1
103684,15515,499,4,0.1
103685,15035,462,3,0.05
103686,12918,459,4,0.1
103687,13521,247,1,0.05
103688,14381,460,1,0.0
103689,12709,531,5,0.15
103690,11821,315,3,0.2
103691,10649,584,3,0.15
103692,10189,177,1,0.2
103693,15822,195,4,0.0
103694,11223,545,1,0.2
103695,15222,585,5,0.0
103696,10479,318,4,0.15
103697,13063,463,1,0.05
103698,12026,468,3,0.2
103699,14613,152,5,0.1
103700,11889,374,1,0.05
103701,11551,544,1,0.05
103702,15637,275,2,0.0
103703,12917,413,4,0.15
103704,15234,133,2,0.1
103705,15636,460,3,0.15
103706,13256,516,4,0.15
103707,15845,232,5,0.05
103708,12807,525,4,0.1
103709,10034,375,1,0.2
103710,10296,107,1,0.1
103711,12501,595,1,0.0
103712,13780,327,4,0.05
103713,13577,355,1,0.1
103714,11430,382,1,0.0
103715,15247,336,2,0.2
103716,12190,443,1,0.15
103717,11988,454,2,0.15
103718,14744,535,3,0.0
103719,12883,284,4,0.05
103720,11710,299,2,0.15
103721,12778,303,4,0.05
103722,13698,535,4,0.05
103723,11548,236,5,0.15
103724,10463,497,2,0.2
103725,13316,388,1,0.1
103726,15306,589,5,0.15
103727,13305,390,2,0.1
103728,10514,246,2,0.05
103729,14097,307,3,0.2
103730,15359,155,1,0.05
103731,15175,399,3,0.2
103732,13567,508,4,0.0
103733,13804,595,1,0.2
103734,13688,505,3,0.2
103735,13939,502,3,0.05
103736,13490,498,1,0.15
103737,11472,350,2,0.15
103738,10338,537,4,0.1
103739,13082,375,5,0.0
103740,13413,305,5,0.2
103741,15224,413,5,0.1
103742,12393,292,4,0.2
103743,10977,436,1,0.2
103744,14979,102,1,0.0
103745,12246,285,1,0.0
103746,15134,262,5,0.1
103747,14069,149,2,0.15
103748,11704,190,3,0.2
103749,10872,538,5,0.05
103750,13410,351,4,0.1
103751,12590,122,1,0.2
103752,14553,312,3,0.0
103753,11550,577,1,0.0
103754,13508,566,1,0.0
103755,14462,577,1,0.0
103756,12622,334,2,0.15
103757,12530,272,3,0.15
103758,12158,191,5,0.2
103759,12357,263,2,0.2
103760,10160,385,4,0.1
103761,14940,106,4,0.0
103762,12103,344,5,0.0
103763,12809,521,3,0.05
103764,12000,479,5,0.05
103765,12582,573,2,0.0
103766,12994,441,3,0.05
103767,15735,542,4,0.05
103768,12935,548,3,0.0
103769,12312,259,3,0.15
103770,12796,223,3,0.15
103771,14329,460,5,0.2
103772,14329,534,1,0.15
103773,13589,564,2,0.0
103774,13117,288,3,0.05
103775,14654,114,3,0.0
103776,13748,170,5,0.1
103777,11950,239,2,0.05
103778,11460,511,2,0.0
103779,14431,458,4,0.2
103780,12452,425,2,0.2
103781,14352,179,2,0.05
103782,15186,394,3,0.15
103783,13068,418,1,0.2
103784,14091,537,3,0.1
103785,12989,180,5,0.05
103786,10772,246,2,0.1
103787,15042,473,1,0.05
103788,11112,325,3,0.15
103789,13312,327,4,0.0
103790,14407,482,5,0.05
103791,11595,280,5,0.0
103792,12730,124,5,0.05
103793,11282,199,3,0.15
103794,15678,491,1,0.1
103795,13586,370,1,0.0
103796,12829,534,2,0.1
103797,12374,194,1,0.05
103798,14886,380,4,0.05
103799,10342,563,5,0.15
103800,15099,369,3,0.05
103801,14934,247,5,0.15
103802,14724,385,5,0.05
103803,12819,122,4,0.1
103804,12926,102,5,0.05
103805,11273,203,5,0.0
103806,10710,561,4,0.2
103807,10739,136,4,0.0
103808,11779,394,1,0.0
103809,15042,374,5,0.15
103810,14591,151,2,0.05
103811,14131,243,2,0.1
103812,15527,484,2,0.05
103813,13719,583,4,0.2
103814,14914,536,5,0.05
103815,10010,117,1,0.2
103816,15082,468,5,0.2
103817,11738,177,2,0.0
103818,12579,378,3,0.2
103819,11559,223,2,0.2
103820,12143,538,4,0.1
103821,12624,536,5,0.15
103822,14001,588,4,0.05
103823,14546,484,1,0.1
103824,15340,569,5,0.15
103825,12144,446,5,0.0
103826,10865,274,5,0.1
103827,11801,232,3,0.1
103828,13453,363,5,0.0
103829,12717,494,3,0.2
103830,14303,371,5,0.0
103831,11810,510,2,0.05
103832,14946,308,1,0.0
103833,14342,396,5,0.1
103834,15831,326,4,0.0
103835,11998,289,2,0.05
103836,12932,565,4,0.2
103837,12131,458,4,0.2
103838,14413,244,3,0.15
103839,12693,454,1,0.15
103840,13177,351,4,0.05
103841,12797,476,2,0.15
103842,15816,577,1,0.2
103843,15903,345,2,0.2
103844,14696,118,4,0.15
103845,15203,303,1,0.0
103846,11556,304,5,0.2
103847,13691,585,4,0.15
103848,14937,102,4,0.15
103849,13573,538,3,0.05
103850,14444,476,2,0.05
103851,15392,502,5,0.2
103852,10331,154,1,0.1
103853,14706,266,4,0.15
103854,11945,453,4,0.0
103855,14840,429,5,0.1
103856,13959,243,4,0.15
103857,14665,548,2,0.1
103858,11685,192,1,0.15
103859,12437,108,5,0.15
103860,10971,352,5,0.1
103861,10747,530,3,0.05
103862,12185,200,1,0.15
103863,15861,139,5,0.2
103864,11385,536,4,0.1
103865,14031,236,1,0.05
103866,15322,462,2,0.0
103867,11019,534,5,0.15
103868,12579,150,2,0.15
103869,14112,183,5,0.2
103870,14664,354,4,0.05
103871,13941,296,3,0.15
103872,12025,127,4,0.05
103873,15710,177,2,0.15
103874,11543,394,1,0.0
103875,12712,355,2,0.2
103876,13047,121,3,0.0
103877,11455,318,5,0.0
103878,13004,145,5,0.1
103879,11703,542,2,0.0
103880,15530,507,1,0.2
103881,14421,282,5,0.2
103882,15418,386,5,0.15
103883,13874,579,3,0.0
103884,10122,451,3,0.05
103885,11477,244,1,0.1
103886,10266,152,5,0.1
103887,10028,351,4,0.1
103888,15379,206,2,0.2
103889,12125,397,5,0.2
103890,10432,299,2,0.15
103891,14975,437,5,0.0
103892,13778,380,3,0.2
103893,15155,248,1,0.1
103894,14532,203,4,0.2
103895,11086,511,3,0.0
103896,12095,102,1,0.2
103897,12486,356,3,0.0
103898,10101,160,2,0.15
103899,15399,407,5,0.2
103900,12155,485,3,0.0
103901,15079,582,1,0.0
103902,13049,191,5,0.05
103903,14983,201,2,0.15
103904,10800,214,2,0.2
103905,15122,362,4,0.05
103906,13823,522,5,0.2
103907,15612,154,2,0.1
103908,16000,288,3,0.1
103909,11296,127,2,0.0
103910,15264,340,2,0.05
103911,10435,180,2,0.0
103912,15571,290,4,0.0
103913,13805,419,1,0.0
103914,12614,455,2,0.1
103915,10916,191,1,0.0
103916,12276,135,5,0.0
103917,14641,158,1,0.0
103918,15334,289,5,0.0
103919,10648,353,4,0.05
103920,12296,136,5,0.2
103921,14079,458,5,0.05
103922,11432,192,3,0.15
103923,15173,156,4,0.05
103924,15696,167,2,0.15
103925,12362,413,4,0.1
103926,14133,269,3,0.2
103927,10724,387,5,0.0
103928,11548,231,4,0.15
103929,10980,266,3,0.1
103930,10084,537,2,0.2
103931,15214,152,5,0.15
103932,13487,252,4,0.1
103933,11366,510,4,0.0
103934,14815,205,5,0.1
103935,10550,467,4,0.1
103936,13493,192,5,0.0
103937,15468,301,3,0.15
103938,12763,393,5,0.1
103939,13854,473,2,0.0
103940,14683,319,5,0.15
103941,13200,532,4,0.0
103942,15961,167,5,0.05
103943,10152,269,5,0.15
103944,15158,405,5,0.05
103945,13499,128,2,0.1
103946,12213,388,2,0.1
103947,12986,455,4,0.1
103948,14095,555,4,0.15
103949,11568,427,5,0.2
103950,10212,569,1,0.15
103951,14838,132,3,0.15
103952,12180,266,5,0.2
103953,13224,504,3,0.15
103954,14192,236,2,0.05
103955,11527,168,4,0.2
103956,10522,254,1,0.2
103957,13947,563,4,0.05
103958,15136,426,2,0.2
103959,11703,404,5,0.2
103960,10018,196,2,0.05
103961,13481,297,1,0.0
103962,11720,208,5,0.0
103963,13317,146,5,0.0
103964,14015,286,1,0.05
103965,15074,554,4,0.1
103966,10879,423,5,0.15
103967,10594,385,4,0.2
103968,14739,183,3,0.05
103969,14897,238,1,0.15
103970,14551,427,3,0.05
103971,11610,337,5,0.2
103972,10876,549,1,0.1
103973,15192,421,5,0.05
103974,15110,245,1,0.15
103975,13232,378,4,0.15
103976,15207,200,2,0.2
103977,12449,114,2,0.0
103978,14558,362,1,0.2
103979,12137,514,3,0.2
103980,12054,594,1,0.0
103981,15041,147,4,0.1
103982,10084,325,3,0.05
103983,11440,504,1,0.15
103984,12669,244,1,0.05
103985,15232,296,5,0.05
103986,12220,390,4,0.15
103987,10699,357,4,0.0
103988,11821,561,2,0.15
103989,14626,532,5,0.0
103990,14415,108,3,0.0
103991,11099,378,2,0.2
103992,12895,424,4,0.1
103993,13418,390,1,0.2
103994,10249,544,5,0.1
103995,14483,529,4,0.0
103996,11958,393,4,0.2
103997,11891,477,5,0.05
103998,14459,123,4,0.15
103999,13368,184,2,0.15
104000,12116,355,5,0.15
104001,13064,473,4,0.1
104002,15652,124,4,0.15
104003,11807,575,5,0.1
104004,10296,497,1,0.1
104005,12695,425,3,0.1
104006,11992,436,5,0.05
104007,13940,416,1,0.0
104008,15494,138,4,0.05
104009,10032,532,2,0.0
104010,14651,321,4,0.05
104011,13876,510,4,0.1
104012,14401,314,1,0.0
104013,10793,572,5,0.15
104014,15228,433,3,0.05
104015,14192,591,3,0.0
104016,11090,185,5,0.15
104017,10230,485,5,0.2
104018,12781,104,2,0.1
104019,14454,295,5,0.05
104020,14498,214,2,0.05
104021,10790,315,5,0.2
104022,14195,436,2,0.0
104023,14367,465,5,0.05
104024,11799,241,5,0.05
104025,13981,267,3,0.05
104026,14458,387,4,0.05
104027,15284,508,4,0.2
104028,13241,595,2,0.1
104029,14636,484,1,0.05
104030,15962,435,3,0.2
104031,13857,105,5,0.15
104032,14929,227,3,0.05
104033,15156,533,1,0.0
104034,10314,186,3,0.2
104035,15396,186,1,0.0
104036,10233,495,1,0.1
104037,15736,124,1,0.15
104038,13508,145,1,0.0
104039,11030,558,1,0.05
104040,13607,211,5,0.2
104041,12712,390,3,0.15
104042,14340,495,4,0.2
104043,12289,285,4,0.15
104044,14000,335,5,0.0
104045,12606,257,2,0.1
104046,13345,506,1,0.2
104047,12123,261,3,0.05
104048,12331,300,1,0.2
104049,13780,222,1,0.1
104050,15655,533,4,0.0
104051,14183,324,1,0.05
104052,10881,588,3,0.05
104053,12978,465,3,0.0
104054,11173,123,4,0.2
104055,10160,297,5,0.05
104056,12494,579,4,0.2
104057,12130,385,4,0.2
104058,13079,106,1,0.0
104059,12230,408,2,0.1
104060,12918,445,5,0.1
104061,13014,189,5,0.2
104062,11550,579,5,0.0
104063,14574,478,1,0.1
104064,13386,498,4,0.2
104065,11580,373,1,0.05
104066,13372,564,3,0.05
104067,11961,384,2,0.15
104068,15842,365,2,0.15
104069,13845,215,1,0.15
104070,14698,224,4,0.1
104071,12391,550,5,0.05
104072,11420,360,3,0.05
104073,13918,504,3,0.1
104074,13836,269,2,0.05
104075,14429,136,4,0.05
104076,14451,329,5,0.2
104077,13631,234,2,0.05
104078,14943,344,4,0.2
104079,10163,165,5,0.15
104080,10116,337,1,0.0
104081,15199,534,4,0.2
104082,11471,548,3,0.05
104083,13080,103,4,0.15
104084,15143,600,4,0.0
104085,13853,137,4,0.0
104086,12839,209,5,0.15
104087,10543,590,5,0.15
104088,10414,350,1,0.0
104089,10682,103,1,0.0
104090,10642,335,5,0.05
104091,13979,517,5,0.2
104092,11433,543,2,0.2
104093,10669,351,4,0.0
104094,12070,243,4,0.0
104095,10969,348,3,0.1
104096,15801,156,5,0.0
104097,11181,161,5,0.2
104098,15142,168,1,0.05
104099,15592,179,1,0.1
104100,15384,427,4,0.2
104101,15895,467,4,0.05
104102,14820,296,5,0.1
104103,13236,546,4,0.1
104104,15256,295,5,0.1
104105,10252,123,3,0.1
104106,14301,114,3,0.1
104107,15976,490,2,0.1
104108,12880,389,1,0.15
104109,13999,109,2,0.05
104110,10791,240,3,0.2
104111,15181,342,4,0.0
104112,14561,353,1,0.2
104113,15938,327,1,0.15
104114,15422,473,2,0.15
104115,11496,195,1,0.1
104116,14490,279,3,0.15
104117,15727,103,4,0.2
104118,13069,284,2,0.15
104119,12708,146,4,0.2
104120,15008,392,2,0.1
104121,15379,241,5,0.1
104122,12578,113,1,0.15
104123,15307,286,5,0.0
104124,11236,582,1,0.1
104125,11059,185,5,0.05
104126,11171,518,4,0.05
104127,13619,590,3,0.1
104128,13660,143,2,0.15
104129,13656,484,1,0.1
104130,15369,256,2,0.15
104131,10057,284,3,0.2
104132,11893,147,5,0.0
104133,12570,519,4,0.0
104134,15845,306,2,0.2
104135,14081,310,5,0.2
104136,14457,375,1,0.2
104137,11949,183,2,0.0
104138,10223,197,2,0.1
104139,11640,279,1,0.05
104140,14423,455,3,0.15
104141,15218,248,5,0.05
104142,15346,385,2,0.15
104143,11758,484,5,0.0
104144,10836,172,4,0.1
104145,12537,317,5,0.05
104146,12526,309,5,0.2
104147,10985,421,1,0.2
104148,11358,394,5,0.2
104149,14888,533,3,0.05
104150,15983,224,5,0.1
104151,13061,450,4,0.1
104152,14478,256,5,0.2
104153,11447,133,1,0.05
104154,11372,369,4,0.2
104155,13225,316,1,0.15
104156,11875,528,3,0.15
104157,12500,201,3,0.05
104158,13362,570,1,0.15
104159,11143,280,3,0.0
104160,14310,227,1,0.0
104161,10565,433,2,0.0
104162,14828,588,5,0.15
104163,14535,560,2,0.1
104164,11589,477,3,0.0
104165,13986,269,1,0.2
104166,14725,405,1,0.1
104167,14999,466,1,0.05
104168,11471,235,1,0.15
104169,13915,392,5,0.2
104170,13114,193,4,0.05
104171,14491,321,2,0.15
104172,14343,510,3,0.15
104173,13363,255,1,0.2
104174,11637,380,2,0.15
104175,12913,579,4,0.15
104176,11473,299,2,0.15
104177,11245,437,3,0.1
104178,13738,341,1,0.0
104179,12099,517,3,0.2
104180,12598,198,1,0.1
104181,15077,350,4,0.2
104182,15307,502,3,0.1
104183,15645,205,2,0.15
104184,12513,361,4,0.15
104185,14515,229,3,0.1
104186,10259,427,1,0.15
104187,12359,478,4,0.0
104188,13394,582,1,0.2
104189,13779,359,5,0.15
104190,13412,392,2,0.05
104191,15616,519,1,0.1
104192,11269,535,3,0.1
104193,10940,477,5,0.15
104194,12377,240,4,0.1
104195,13952,115,3,0.05
104196,10196,488,4,0.1
104197,14158,284,5,0.05
104198,13097,581,3,0.1
104199,13636,116,1,0.1
104200,10562,321,3,0.05
104201,13450,490,2,0.2
104202,13367,163,1,0.0
104203,13124,341,2,0.05
104204,12892,585,3,0.0
104205,10040,379,3,0.1
104206,11768,433,4,0.2
104207,12505,528,3,0.05
104208,15972,357,1,0.2
104209,10788,285,2,0.05
104210,11877,176,5,0.15
104211,14098,127,2,0.05
104212,11493,125,4,0.0
104213,11130,442,5,0.15
104214,12264,162,5,0.1
104215,14873,582,3,0.05
104216,15879,246,4,0.0
104217,14510,333,4,0.1
104218,14022,564,3,0.0
104219,14306,449,1,0.1
104220,12186,386,3,0.05
104221,11645,514,4,0.2
104222,13561,184,5,0.1
104223,15680,275,1,0.2
104224,12686,506,4,0.1
104225,14822,481,4,0.2
104226,11413,270,3,0.05
104227,11222,390,2,0.0
104228,12250,547,4,0.05
104229,12240,104,2,0.1
104230,14203,598,1,0.15
104231,14423,387,5,0.0
104232,10644,407,2,0.2
104233,14453,150,2,0.0
104234,12549,370,2,0.0
104235,15404,108,2,0.05
104236,14604,457,2,0.1
104237,13806,169,1,0.05
104238,15186,492,4,0.1
104239,14291,239,5,0.15
104240,15308,348,4,0.05
104241,14143,129,1,0.15
104242,11386,283,1,0.1
104243,12585,313,2,0.0
104244,11602,523,1,0.15
104245,15607,497,1,0.15
104246,14943,420,2,0.1
104247,15699,405,1,0.1
104248,14805,119,1,0.05
104249,13318,483,1,0.05
104250,10808,551,3,0.1
104251,12660,326,4,0.15
104252,10115,330,3,0.2
104253,12728,439,4,0.05
104254,14727,196,2,0.1
104255,12267,595,2,0.2
104256,14293,584,4,0.2
104257,14497,215,4,0.2
104258,13902,459,5,0.2
104259,12729,280,4,0.0
104260,14172,473,4,0.05
104261,11450,178,2,0.2
104262,14383,427,2,0.2
104263,11569,376,1,0.1
104264,11323,452,1,0.1
104265,10861,466,2,0.0
104266,10742,282,1,0.2
104267,11731,195,3,0.0
104268,14905,186,3,0.1
104269,12934,489,1,0.05
104270,13519,195,1,0.15
104271,14510,435,4,0.15
104272,14527,592,4,0.0
104273,15910,546,3,0.1
104274,15350,245,3,0.15
104275,13168,348,4,0.2
104276,11919,281,4,0.05
104277,12219,393,4,0.1
104278,11341,119,1,0.0
104279,14640,238,2,0.1
104280,11515,144,3,0.05
104281,11412,326,5,0.1
104282,13037,533,4,0.0
104283,14168,445,1,0.2
104284,11023,137,3,0.1
104285,14628,414,4,0.0
104286,12287,320,1,0.2
104287,12759,228,3,0.15
104288,14673,243,3,0.1
104289,13772,504,5,0.2
104290,11113,283,5,0.15
104291,11946,497,3,0.1
104292,14809,504,1,0.1
104293,11559,143,4,0.05
104294,13880,579,4,0.1
104295,10642,310,3,0.1
104296,12238,525,4,0.2
104297,14908,148,5,0.0
104298,13487,412,4,0.05
104299,13226,320,2,0.1
104300,11015,467,5,0.2
104301,15459,296,5,0.2
104302,12022,572,3,0.0
104303,12677,272,3,0.15
104304,11541,337,4,0.1
104305,12937,557,4,0.15
104306,15958,275,3,0.0
104307,13107,534,1,0.2
104308,10784,600,4,0.15
104309,10671,132,1,0.0
104310,12770,324,5,0.15
104311,12574,154,2,0.2
104312,12585,523,1,0.1
104313,14943,569,4,0.05
104314,15338,286,3,0.2
104315,11278,592,3,0.15
104316,13044,334,2,0.1
104317,13173,417,2,0.05
104318,15481,331,5,0.0
104319,15861,210,1,0.1
104320,13783,575,2,0.2
104321,10178,467,5,0.15
104322,10276,200,5,0.05
104323,12360,300,5,0.1
104324,15762,311,4,0.05
104325,13482,321,2,0.05
104326,14887,503,3,0.1
104327,13360,425,5,0.15
104328,15773,250,3,0.0
104329,11425,263,4,0.1
104330,15337,494,1,0.0
104331,14123,243,4,0.05
104332,12961,358,4,0.05
104333,12470,345,2,0.15
104334,13086,590,5,0.1
104335,12373,250,4,0.1
104336,14069,212,5,0.2
104337,15444,199,3,0.15
104338,11591,203,1,0.1
104339,15823,311,1,0.05
104340,14381,595,3,0.15
104341,11113,112,2,0.2
104342,11069,481,3,0.2
104343,12546,326,3,0.05
104344,15008,546,2,0.1
104345,13650,401,2,0.05
104346,11815,542,4,0.2
104347,13908,248,5,0.15
104348,13732,279,1,0.1
104349,12193,107,2,0.05
104350,10082,252,2,0.1
104351,15076,423,4,0.15
104352,13707,170,4,0.2
104353,15287,453,5,0.05
104354,15869,153,2,0.2
104355,13177,262,2,0.05
104356,11826,517,4,0.1
104357,15870,193,3,0.0
104358,15430,251,5,0.05
104359,10082,158,2,0.05
104360,10094,296,1,0.2
104361,15441,425,1,0.0
104362,10343,582,4,0.0
104363,12409,308,1,0.0
104364,11855,524,4,0.0
104365,14000,403,3,0.15
104366,11090,399,4,0.1
104367,10624,545,2,0.05
104368,10868,526,1,0.1
104369,12477,162,2,0.1
104370,13473,295,1,0.1
104371,10171,155,1,0.1
104372,11783,463,4,0.15
104373,10578,149,5,0.2
104374,10068,206,1,0.15
104375,11516,533,1,0.05
104376,15154,178,5,0.0
104377,10001,475,2,0.2
104378,12199,517,1,0.05
104379,10902,384,4,0.0
104380,15904,157,5,0.15
104381,14846,269,5,0.1
104382,10795,476,1,0.05
104383,12067,476,2,0.1
104384,11820,307,2,0.1
104385,10371,360,3,0.1
104386,12539,376,3,0.2
104387,13908,473,4,0.0
104388,12055,445,1,0.1
104389,12597,263,2,0.05
104390,14467,344,3,0.2
104391,11689,350,1,0.0
104392,14853,409,1,0.05
104393,13322,139,2,0.2
104394,11139,409,1,0.2
104395,15457,221,5,0.0
104396,12622,186,3,0.1
104397,12729,199,4,0.05
104398,11166,474,3,0.15
104399,11509,346,1,0.1
104400,15558,595,5,0.15
104401,13842,448,3,0.05
104402,14559,494,2,0.15
104403,14577,308,5,0.15
104404,14919,213,3,0.0
104405,10524,571,1,0.0
104406,12259,183,2,0.0
104407,14340,165,1,0.15
104408,10239,101,1,0.15
104409,11221,537,2,0.2
104410,10769,274,5,0.2
104411,10235,350,3,0.0
104412,12761,510,5,0.2
104413,14593,326,2,0.1
104414,11520,486,3,0.2
104415,11904,384,2,0.2
104416,12235,184,4,0.1
104417,15731,590,4,0.1
104418,10936,339,5,0.05
104419,11269,511,2,0.15
104420,10819,128,3,0.15
104421,13568,480,5,0.0
104422,14118,387,4,0.05
104423,12116,531,4,0.05
104424,12440,491,4,0.05
104425,13388,428,5,0.05
104426,11089,580,3,0.2
104427,11828,559,4,0.05
104428,14825,404,5,0.0
104429,12589,382,5,0.15
104430,12616,283,1,0.05
104431,11874,445,1,0.15
104432,14308,235,3,0.1
104433,11774,568,4,0.0
104434,10200,461,1,0.1
104435,15083,157,3,0.05
104436,10178,215,1,0.2
104437,15543,286,4,0.2
104438,10931,578,5,0.0
104439,13737,476,4,0.05
104440,12037,101,1,0.05
104441,11486,438,4,0.05
104442,12092,556,5,0.05
104443,15551,129,2,0.0
104444,14264,332,5,0.0
104445,12385,250,1,0.0
104446,14089,580,5,0.2
104447,14682,524,3,0.05
104448,11916,290,4,0.1
104449,10016,370,2,0.15
104450,15700,348,2,0.0
104451,12935,486,4,0.0
104452,10837,519,4,0.2
104453,12158,427,3,0.2
104454,11577,295,5,0.15
104455,10306,481,2,0.2
104456,12054,355,1,0.0
104457,12891,179,4,0.05
104458,15813,463,4,0.05
104459,13345,198,2,0.2
104460,14457,250,4,0.15
104461,11209,374,2,0.05
104462,11859,402,1,0.0
104463,12704,438,1,0.05
104464,11972,547,2,0.15
104465,15220,223,4,0.2
104466,11114,198,3,0.1
104467,10984,264,3,0.05
104468,15366,146,5,0.0
104469,13311,459,3,0.15
104470,14002,339,4,0.05
104471,12772,330,3,0.1
104472,13153,393,5,0.2
104473,12163,344,1,0.05
104474,12128,118,2,0.15
104475,13640,271,3,0.05
104476,14275,460,2,0.2
104477,10561,257,2,0.15
104478,11810,304,1,0.1
104479,14388,246,5,0.0
104480,12933,579,4,0.2
104481,10291,243,4,0.05
104482,14638,287,4,0.1
104483,11910,588,5,0.15
104484,14690,222,5,0.15
104485,11429,450,5,0.15
104486,10948,200,3,0.05
104487,12528,384,2,0.2
104488,11349,537,5,0.1
104489,10381,115,5,0.15
104490,11705,484,3,0.0
104491,10310,143,2,0.2
104492,13415,389,4,0.1
104493,15790,486,1,0.1
104494,11499,287,5,0.15
104495,12895,108,5,0.0
104496,15262,212,1,0.15
104497,10661,133,5,0.2
104498,13448,519,5,0.05
104499,12274,502,5,0.2
104500,11498,190,1,0.0
104501,12073,596,3,0.05
104502,13437,249,3,0.1
104503,12143,548,1,0.15
104504,14661,512,3,0.2
104505,11606,312,4,0.15
104506,15296,216,4,0.2
104507,14740,273,1,0.15
104508,11432,120,2,0.05
104509,11951,479,5,0.15
104510,13923,232,2,0.0
104511,10459,392,5,0.0
104512,12949,454,3,0.15
104513,10338,337,3,0.1
104514,13944,177,4,0.0
104515,15451,323,2,0.2
104516,12014,536,1,0.15
104517,14021,226,5,0.15
104518,10345,139,3,0.0
104519,14672,427,5,0.1
104520,15667,309,1,0.2
104521,15644,206,5,0.0
104522,10943,240,4,0.0
104523,10346,349,1,0.05
104524,13895,155,1,0.0
104525,13320,218,5,0.2
104526,13696,450,5,0.05
104527,10325,276,3,0.1
104528,12139,454,5,0.1
104529,14390,570,1,0.0
104530,13613,313,5,0.2
104531,10524,365,3,0.1
104532,12898,240,2,0.2
104533,13741,565,4,0.2
104534,10259,564,1,0.05
104535,11111,425,3,0.0
104536,15614,439,4,0.2
104537,10821,541,5,0.2
104538,15989,384,5,0.2
104539,12789,373,2,0.0
104540,15636,122,5,0.05
104541,14665,519,4,0.2
104542,14605,469,3,0.15
104543,11564,287,2,0.05
104544,14621,307,4,0.0
104545,11208,247,3,0.1
104546,10309,595,4,0.2
104547,11840,534,5,0.15
104548,13353,254,4,0.1
104549,11384,208,2,0.1
104550,12307,416,4,0.2
104551,11181,400,1,0.2
104552,12473,540,5,0.1
104553,15141,583,4,0.15
104554,12687,399,3,0.05
104555,12968,251,5,0.2
104556,15108,558,3,0.2
104557,14446,506,2,0.0
104558,10961,275,1,0.2
104559,13457,155,4,0.0
104560,10438,367,5,0.1
104561,10456,411,4,0.15
104562,13818,254,4,0.0
104563,11570,485,5,0.0
104564,11104,600,1,0.05
104565,15572,584,1,0.1
104566,11619,290,2,0.0
104567,13613,249,5,0.0
104568,11513,108,5,0.1
104569,14739,248,3,0.2
104570,10392,273,3,0.15
104571,12622,181,3,0.1
104572,10921,179,1,0.05
104573,15720,569,2,0.05
104574,12458,421,2,0.15
104575,13601,160,4,0.05
104576,15211,551,2,0.1
104577,14509,195,3,0.2
104578,11789,412,5,0.05
104579,10261,228,4,0.1
104580,12014,222,1,0.05
104581,11336,387,2,0.0
104582,15055,441,5,0.0
104583,15945,187,3,0.2
104584,15285,482,1,0.0
104585,10335,181,1,0.0
104586,12780,122,2,0.05
104587,10804,352,5,0.05
104588,12438,290,3,0.15
104589,12808,412,3,0.2
104590,15068,186,3,0.0
104591,15191,584,3,0.15
104592,10941,479,2,0.05
104593,13164,556,2,0.15
104594,10903,467,5,0.0
104595,13433,108,4,0.15
104596,11269,418,2,0.1
104597,10024,434,3,0.2
104598,14653,330,5,0.0
104599,12749,252,3,0.1
104600,12451,378,2,0.15
104601,11397,115,5,0.0
104602,13358,568,3,0.15
104603,13905,575,4,0.2
104604,12489,512,1,0.2
104605,15973,506,1,0.05
104606,13667,387,3,0.1
104607,11758,557,1,0.2
104608,14978,348,4,0.1
104609,11879,355,4,0.15
104610,15339,546,3,0.1
104611,12533,443,4,0.0
