order_id,customer_id,order_date,status,shipping_cost
11285,1196,2024-03-07,Delivered,34.57
11286,1307,2024-05-14,Shipped,49.86
11287,2688,2024-02-24,Delivered,74.18
11288,1014,2024-01-31,Delivered,91.28
11289,2861,2024-03-14,Pending,65.6
11290,2170,2024-01-19,Delivered,70.19
11291,2962,2024-06-04,Delivered,29.59
11292,2081,2024-12-02,Cancelled,111.04
11293,1723,2024-06-04,Cancelled,112.52
11294,1780,2024-05-26,Delivered,86.76
11295,2234,2024-03-27,Delivered,16.85
11296,1529,2024-01-20,Delivered,71.39
11297,1798,2024-09-25,Shipped,81.07
11298,1344,2024-11-28,Shipped,119.44
11299,2739,2024-02-12,Delivered,119.59
11300,2635,2024-11-01,Delivered,105.05
11301,2303,2024-01-28,Delivered,21.7
11302,1209,2024-09-16,Delivered,115.09
11303,1641,2024-01-22,Delivered,79.33
11304,2359,2024-04-10,Shipped,99.09
11305,2312,2024-02-08,Delivered,57.76
11306,1252,2024-10-16,Delivered,48.57
11307,2289,2024-12-18,Delivered,63.64
11308,1271,2024-10-26,Delivered,30.42
11309,2948,2024-06-18,Delivered,52.49
11310,1920,2024-10-22,Delivered,105.05
11311,2724,2024-12-18,Delivered,18.98
11312,1419,2024-05-09,Delivered,30.84
11313,2750,2024-06-04,Delivered,28.14
11314,1795,2024-03-14,Shipped,57.32
11315,2235,2024-12-07,Delivered,119.68
11316,2389,2024-03-30,Delivered,33.2
11317,2100,2024-03-07,Shipped,30.28
11318,2684,2024-08-23,Delivered,111.08
11319,2345,2024-07-18,Cancelled,107.62
11320,1725,2024-11-27,Delivered,18.39
11321,1433,2024-08-14,Shipped,93.93
11322,1109,2024-12-13,Cancelled,83.82
11323,1641,2024-08-20,Pending,95.61
11324,2546,2024-09-22,Delivered,66.92
11325,2071,2024-03-26,Delivered,119.09
11326,1379,2024-04-11,Delivered,19.6
11327,2851,2024-08-01,Delivered,39.61
11328,2120,2024-04-17,Shipped,56.64
11329,1958,2024-06-13,Delivered,62.23
11330,1103,2024-03-31,Delivered,111.74
11331,1892,2024-07-10,Delivered,73.8
11332,1854,2024-11-30,Delivered,19.74
11333,2170,2024-03-26,Pending,57.83
11334,2904,2024-08-09,Shipped,58.73
11335,2966,2024-12-28,Delivered,116.38
11336,2952,2024-04-10,Delivered,77.92
11337,2051,2024-08-13,Delivered,81.74
11338,2756,2024-12-29,Delivered,89.89
11339,1530,2024-02-29,Cancelled,95.85
11340,1679,2024-09-06,Pending,81.68
11341,2969,2024-02-17,Delivered,39.91
11342,1989,2024-04-26,Delivered,106.77
11343,2106,2024-08-14,Delivered,91.87
11344,1428,2024-12-27,Delivered,92.9
11345,2608,2024-02-02,Delivered,119.64
11346,1822,2024-02-13,Delivered,99.27
11347,2503,2024-06-13,Delivered,102.06
11348,2790,2024-12-10,Delivered,114.9
11349,2186,2024-10-18,Delivered,30.87
11350,2863,2024-12-02,Cancelled,67.26
11351,1932,2024-12-09,Shipped,75.96
11352,2426,2024-10-13,Delivered,49.57
11353,2532,2024-12-29,Delivered,103.14
11354,2062,2024-08-12,Delivered,95.05
11355,2979,2024-10-12,Delivered,90.69
11356,1511,2024-07-22,Delivered,119.7
11357,1393,2024-06-20,Shipped,42.24
11358,1713,2024-01-12,Delivered,92.22
11359,1494,2024-11-02,Delivered,72.9
11360,2224,2024-04-30,Delivered,47.86
11361,2279,2024-08-31,Pending,31.86
11362,2203,2024-05-31,Pending,109.07
11363,1547,2024-05-31,Delivered,77.52
11364,1594,2024-07-06,Delivered,101.62
11365,1389,2024-01-13,Delivered,72.26
11366,2422,2024-03-31,Delivered,38.1
11367,2756,2024-07-18,Delivered,50.44
11368,1158,2024-03-14,Delivered,55.06
11369,2028,2024-09-12,Delivered,117.16
11370,1167,2024-10-02,Delivered,15.59
11371,2492,2024-11-23,Delivered,118.49
11372,1960,2024-11-24,Pending,117.95
11373,1409,2024-03-11,Delivered,119.6
11374,2436,2024-03-18,Delivered,65.04
11375,2228,2024-10-10,Delivered,116.2
11376,1194,2024-05-09,Delivered,56.54
11377,1235,2024-02-12,Delivered,17.76
11378,1718,2024-01-08,Delivered,38.56
11379,2174,2024-01-13,Delivered,114.26
11380,2183,2024-07-31,Delivered,16.45
11381,2303,2024-04-20,Delivered,72.33
11382,1816,2024-10-17,Delivered,22.94
11383,1404,2024-01-23,Cancelled,45.07
11384,1893,2024-10-28,Delivered,24.25
11385,1678,2024-09-10,Delivered,105.25
11386,2335,2024-01-15,Delivered,77.06
11387,1068,2024-05-09,Pending,109.72
11388,2487,2024-03-01,Delivered,87.28
11389,1088,2024-04-24,Shipped,116.96
11390,1217,2024-11-15,Pending,68.54
11391,1001,2024-11-03,Delivered,82.06
11392,2159,2024-11-20,Delivered,75.51
11393,2721,2024-03-07,Delivered,65.85
11394,2375,2024-09-05,Shipped,103.83
11395,1140,2024-06-23,Delivered,82.68
11396,1618,2024-12-04,Delivered,99.14
11397,1133,2024-01-02,Delivered,97.57
11398,2644,2024-06-20,Delivered,35.06
11399,1178,2024-11-29,Delivered,83.27
11400,1810,2024-10-10,Delivered,35.96
11401,2382,2024-02-23,Delivered,76.25
11402,1380,2024-03-07,Delivered,86.13
11403,1908,2024-04-11,Delivered,119.71
11404,2895,2024-04-29,Pending,18.21
11405,1658,2024-07-09,Delivered,24.58
11406,1450,2024-10-30,Pending,23.09
11407,1586,2024-02-16,Delivered,56.83
11408,1463,2024-08-09,Delivered,101.27
11409,1990,2024-01-21,Shipped,103.63
11410,2132,2024-06-06,Delivered,92.38
11411,1122,2024-12-13,Cancelled,109.17
11412,1017,2024-06-07,Pending,48.9
11413,2220,2024-08-22,Delivered,24.26
11414,1327,2024-05-29,Delivered,21.11
11415,1318,2024-09-13,Delivered,104.47
11416,1809,2024-06-13,Delivered,91.7
11417,2503,2024-03-17,Delivered,88.35
11418,2276,2024-03-25,Delivered,50.67
11419,1503,2024-02-15,Delivered,54.89
11420,1119,2024-02-16,Delivered,115.6
11421,2698,2024-07-31,Shipped,21.7
11422,1710,2024-02-28,Shipped,96.24
11423,2522,2024-02-23,Delivered,47.51
11424,2510,2024-12-07,Pending,19.1
11425,1045,2024-01-12,Delivered,92.97
11426,1314,2024-07-10,Delivered,49.75
11427,2203,2024-01-06,Delivered,90.83
11428,2918,2024-11-04,Delivered,89.3
11429,1418,2024-05-23,Delivered,71.15
11430,1556,2024-12-11,Pending,96.62
11431,2807,2024-09-17,Cancelled,76.01
11432,2102,2024-03-13,Delivered,45.1
11433,1326,2024-06-22,Shipped,92.08
11434,2714,2024-08-19,Delivered,76.86
11435,2381,2024-09-26,Delivered,16.34
11436,2440,2024-12-27,Shipped,109.67
11437,2987,2024-08-09,Delivered,72.29
11438,1515,2024-02-21,Delivered,106.21
11439,1214,2024-04-25,Delivered,107.69
11440,2878,2024-01-26,Delivered,61.72
11441,1074,2024-02-22,Delivered,68.3
11442,2587,2024-12-30,Delivered,58.65
11443,2603,2024-01-29,Delivered,62.19
11444,1509,2024-01-19,Delivered,108.99
11445,1332,2024-10-29,Delivered,97.76
11446,2117,2024-10-05,Delivered,28.29
11447,1688,2024-04-26,Pending,79.08
11448,1657,2024-04-15,Delivered,119.57
11449,2543,2024-11-04,Delivered,77.53
11450,2293,2024-08-14,Delivered,97.52
11451,2400,2024-12-17,Delivered,95.75
11452,2858,2024-07-04,Delivered,51.78
11453,2028,2024-09-17,Delivered,54.04
11454,2162,2024-01-16,Cancelled,91.03
11455,2255,2024-09-29,Delivered,67.5
11456,1600,2024-06-08,Delivered,74.91
11457,2553,2024-12-23,Delivered,89.86
11458,2076,2024-09-06,Delivered,96.65
11459,2670,2024-08-11,Delivered,43.51
11460,2747,2024-09-12,Delivered,30.41
11461,1325,2024-06-28,Pending,45.64
11462,1992,2024-01-20,Delivered,68.29
11463,2994,2024-04-21,Shipped,50.92
11464,2929,2024-04-29,Delivered,74.68
11465,2755,2024-07-12,Delivered,20.61
11466,1717,2024-04-20,Delivered,68.52
11467,1723,2024-07-28,Delivered,53.64
11468,1277,2024-01-01,Pending,71.14
11469,1536,2024-02-27,Delivered,59.37
11470,2510,2024-04-02,Delivered,44.84
11471,2540,2024-08-08,Cancelled,109.93
11472,1152,2024-07-29,Pending,34.4
11473,1955,2024-08-19,Shipped,86.54
11474,2507,2024-09-18,Pending,112.09
11475,1259,2024-12-29,Delivered,71.56
11476,1324,2024-04-12,Shipped,107.02
11477,2017,2024-02-19,Delivered,28.11
11478,1869,2024-04-19,Pending,66.85
11479,2192,2024-03-28,Shipped,62.99
11480,1688,2024-01-20,Delivered,15.85
11481,1310,2024-01-14,Shipped,61.54
11482,1803,2024-05-12,Delivered,53.75
11483,2503,2024-10-22,Delivered,85.33
11484,2080,2024-02-03,Delivered,113.52
11485,1620,2024-07-26,Pending,24.01
11486,1473,2024-10-27,Delivered,49.39
11487,2320,2024-07-17,Delivered,61.63
11488,1461,2024-03-20,Delivered,62.79
11489,2348,2024-03-11,Cancelled,96.36
11490,1814,2024-06-03,Delivered,61.56
11491,1846,2024-03-18,Shipped,17.85
11492,2165,2024-03-18,Pending,89.56
11493,1667,2024-06-20,Delivered,107.91
11494,1262,2024-10-15,Delivered,68.96
11495,2809,2024-02-02,Shipped,76.02
11496,2444,2024-10-26,Pending,32.11
11497,2768,2024-10-02,Shipped,38.17
11498,2265,2024-01-07,Delivered,39.69
11499,1355,2024-06-08,Pending,60.23
11500,2873,2024-08-27,Delivered,112.46
11501,1770,2024-01-24,Delivered,69.79
11502,2785,2024-08-01,Shipped,35.17
11503,2613,2024-03-10,Delivered,42.94
11504,1180,2024-08-03,Shipped,55.32
11505,1066,2024-04-13,Delivered,80.44
11506,1820,2024-08-02,Pending,61.2
11507,2372,2024-02-23,Delivered,56.21
11508,1171,2024-10-20,Delivered,74.3
11509,1474,2024-11-25,Shipped,40.39
11510,1534,2024-12-01,Delivered,23.28
11511,2391,2024-07-21,Delivered,17.56
11512,2131,2024-10-14,Cancelled,41.38
11513,1439,2024-02-14,Delivered,24.62
11514,1835,2024-11-12,Cancelled,50.32
11515,1227,2024-07-16,Delivered,96.16
11516,2468,2024-08-03,Delivered,90.21
11517,1442,2024-11-04,Shipped,79.15
11518,1396,2024-11-27,Delivered,104.51
11519,1728,2024-07-02,Delivered,44.62
11520,2605,2024-01-27,Delivered,107.93
11521,1084,2024-06-14,Shipped,56.92
11522,2639,2024-11-13,Delivered,57.09
11523,2575,2024-09-30,Delivered,57.56
11524,2037,2024-12-30,Delivered,25.3
11525,2833,2024-04-12,Delivered,117.43
11526,2849,2024-11-28,Delivered,29.54
11527,1693,2024-04-13,Delivered,50.79
11528,1493,2024-09-01,Delivered,48.53
11529,2292,2024-10-31,Delivered,22.84
11530,2549,2024-06-17,Delivered,30.99
11531,2144,2024-04-25,Delivered,19.71
11532,1970,2024-05-20,Delivered,45.7
11533,1353,2024-12-21,Pending,106.0
11534,2081,2024-05-04,Delivered,50.64
11535,1040,2024-01-25,Delivered,27.99
11536,2910,2024-07-12,Delivered,82.8
11537,2360,2024-04-09,Delivered,119.64
11538,1640,2024-01-05,Shipped,39.39
11539,1173,2024-01-19,Cancelled,44.35
11540,2571,2024-06-18,Delivered,117.04
11541,1259,2024-09-30,Delivered,33.77
11542,2912,2024-09-10,Delivered,68.68
11543,1517,2024-04-30,Delivered,40.16
11544,1730,2024-02-01,Pending,112.9
11545,1523,2024-05-28,Delivered,118.06
11546,2918,2024-09-22,Delivered,100.54
11547,1839,2024-02-06,Delivered,48.05
11548,1117,2024-06-25,Shipped,57.37
11549,1184,2024-12-07,Delivered,40.44
11550,2930,2024-01-13,Pending,108.53
11551,2898,2024-07-01,Delivered,111.03
11552,2140,2024-05-24,Delivered,58.98
11553,1162,2024-09-21,Shipped,83.94
11554,2603,2024-03-28,Delivered,32.38
11555,2736,2024-02-15,Delivered,60.67
11556,1543,2024-04-28,Delivered,81.31
11557,2611,2024-01-19,Delivered,55.47
11558,2261,2024-08-07,Delivered,52.55
11559,1839,2024-08-20,Pending,15.1
11560,2090,2024-04-03,Delivered,99.45
11561,2094,2024-09-07,Shipped,108.38
11562,2833,2024-09-06,Delivered,116.79
11563,1447,2024-10-08,Delivered,90.52
11564,1416,2024-08-19,Delivered,72.62
11565,1532,2024-02-15,Pending,43.27
11566,1441,2024-02-15,Shipped,119.93
11567,1738,2024-01-14,Shipped,76.92
11568,2970,2024-03-25,Delivered,86.52
11569,1464,2024-11-14,Delivered,86.65
11570,2945,2024-11-23,Delivered,103.75
11571,1396,2024-01-03,Pending,16.02
11572,1711,2024-01-28,Delivered,38.13
11573,2575,2024-06-05,Delivered,84.88
11574,2681,2024-12-08,Delivered,108.99
11575,2581,2024-11-28,Delivered,86.96
11576,1395,2024-11-27,Delivered,58.42
11577,1326,2024-06-23,Pending,52.96
11578,2917,2024-04-23,Delivered,92.48
11579,2943,2024-11-26,Pending,92.83
11580,2115,2024-09-06,Shipped,78.74
11581,1750,2024-02-28,Delivered,45.6
11582,2094,2024-07-21,Delivered,112.14
11583,2190,2024-11-10,Delivered,72.95
11584,1642,2024-08-26,Pending,98.0
11585,1214,2024-08-21,Delivered,37.5
11586,2876,2024-10-29,Delivered,51.12
11587,2625,2024-04-04,Delivered,106.83
11588,2359,2024-05-20,Delivered,20.26
11589,2788,2024-11-29,Delivered,68.79
11590,1369,2024-04-22,Delivered,65.58
11591,2885,2024-04-18,Shipped,93.88
11592,2608,2024-12-27,Shipped,44.6
11593,2701,2024-12-10,Delivered,38.0
11594,1049,2024-10-15,Delivered,112.24
11595,2076,2024-04-06,Pending,75.03
11596,2313,2024-11-30,Delivered,25.99
11597,2814,2024-01-16,Pending,35.27
11598,2650,2024-02-13,Delivered,119.88
11599,2263,2024-08-17,Delivered,35.54
11600,1133,2024-04-17,Delivered,79.1
11601,1999,2024-08-04,Delivered,59.11
11602,1786,2024-09-16,Pending,107.99
11603,2190,2024-11-07,Delivered,94.29
11604,2398,2024-11-15,Delivered,77.68
11605,1373,2024-07-14,Delivered,16.13
11606,2829,2024-04-04,Shipped,107.38
11607,2502,2024-02-25,Delivered,61.69
11608,2779,2024-02-01,Shipped,112.82
11609,1479,2024-08-18,Delivered,67.03
11610,1832,2024-01-09,Delivered,87.89
11611,1650,2024-07-09,Shipped,22.28
11612,2615,2024-12-26,Delivered,93.24
11613,1682,2024-07-18,Delivered,50.49
11614,2659,2024-11-29,Delivered,51.89
11615,1688,2024-06-09,Delivered,27.46
11616,2324,2024-03-27,Delivered,30.42
11617,1082,2024-01-21,Delivered,34.5
11618,1087,2024-11-06,Delivered,49.46
11619,1225,2024-03-16,Delivered,108.66
11620,1016,2024-05-20,Delivered,53.67
11621,1822,2024-05-05,Delivered,91.06
11622,2382,2024-09-07,Cancelled,23.69
11623,1163,2024-03-24,Pending,77.07
11624,2634,2024-02-17,Delivered,65.6
11625,2692,2024-03-18,Delivered,117.69
11626,1514,2024-01-30,Pending,103.85
11627,1350,2024-10-11,Delivered,62.76
11628,2933,2024-05-15,Delivered,96.39
11629,1681,2024-05-19,Shipped,35.27
11630,2488,2024-02-10,Delivered,74.05
11631,2851,2024-10-08,Delivered,22.84
11632,2861,2024-02-19,Cancelled,51.55
11633,2399,2024-09-14,Delivered,38.72
11634,2116,2024-11-06,Delivered,90.49
11635,1181,2024-12-25,Delivered,66.46
11636,1743,2024-09-26,Delivered,93.86
11637,2325,2024-05-13,Shipped,69.11
11638,1660,2024-08-21,Delivered,24.08
11639,2816,2024-05-07,Delivered,92.21
11640,2213,2024-04-13,Pending,102.49
11641,2883,2024-09-10,Delivered,109.87
11642,2886,2024-04-04,Delivered,75.06
11643,2338,2024-12-02,Delivered,94.13
11644,1493,2024-08-04,Delivered,93.96
11645,1923,2024-03-01,Delivered,31.35
11646,2946,2024-09-24,Pending,32.24
11647,1128,2024-08-28,Pending,22.44
11648,2543,2024-01-13,Delivered,48.59
11649,2450,2024-05-26,Delivered,64.72
11650,2583,2024-08-27,Delivered,119.78
11651,1565,2024-03-29,Delivered,60.25
11652,2211,2024-04-04,Delivered,91.26
11653,1550,2024-11-10,Pending,87.81
11654,1453,2024-10-19,Delivered,36.47
11655,1471,2024-01-25,Delivered,21.14
11656,1988,2024-09-28,Delivered,72.33
11657,1738,2024-06-14,Delivered,88.53
11658,2589,2024-09-06,Delivered,119.82
11659,2935,2024-03-27,Delivered,52.65
11660,1224,2024-05-21,Delivered,109.12
11661,1154,2024-05-13,Delivered,55.1
11662,1560,2024-10-05,Delivered,87.39
11663,1351,2024-05-05,Delivered,77.82
11664,2171,2024-11-11,Delivered,20.56
11665,2929,2024-05-20,Pending,23.23
11666,2600,2024-12-21,Delivered,17.18
11667,1349,2024-04-12,Delivered,53.94
11668,1182,2024-08-13,Delivered,93.31
11669,1637,2024-03-03,Shipped,33.14
11670,2018,2024-10-20,Delivered,78.61
11671,1179,2024-11-01,Delivered,45.33
11672,2063,2024-09-10,Delivered,98.68
11673,1772,2024-06-28,Delivered,98.83
11674,1894,2024-02-09,Delivered,96.42
11675,2027,2024-09-20,Delivered,70.11
11676,2016,2024-07-07,Shipped,44.88
11677,1064,2024-01-08,Delivered,99.99
11678,1029,2024-04-13,Delivered,34.54
11679,1372,2024-08-12,Delivered,45.42
11680,2547,2024-02-03,Delivered,34.31
11681,1097,2024-08-23,Delivered,85.79
11682,2894,2024-08-15,Pending,87.05
11683,2466,2024-07-06,Cancelled,83.51
11684,2227,2024-11-08,Delivered,58.64
11685,2435,2024-01-22,Delivered,25.52
11686,1993,2024-12-08,Delivered,110.67
11687,1021,2024-02-09,Delivered,68.31
11688,2575,2024-06-21,Delivered,57.73
11689,1735,2024-06-27,Shipped,76.83
11690,2126,2024-03-26,Shipped,35.24
11691,2070,2024-05-12,Delivered,28.92
11692,1066,2024-12-16,Delivered,57.58
11693,1603,2024-01-13,Delivered,38.86
11694,2188,2024-01-28,Delivered,40.65
11695,2995,2024-03-24,Delivered,108.71
11696,2135,2024-11-13,Delivered,70.73
11697,1338,2024-12-14,Delivered,65.76
11698,1123,2024-12-08,Delivered,87.4
11699,2729,2024-10-06,Delivered,114.91
11700,1447,2024-12-19,Shipped,26.78
11701,1611,2024-09-19,Delivered,102.52
11702,2315,2024-06-14,Delivered,76.32
11703,1671,2024-10-19,Delivered,30.35
11704,2436,2024-03-08,Delivered,46.2
11705,1615,2024-08-13,Delivered,65.65
11706,1897,2024-06-18,Delivered,87.57
11707,1281,2024-03-26,Delivered,40.47
11708,2067,2024-05-12,Delivered,71.16
11709,2510,2024-06-26,Cancelled,86.89
11710,1596,2024-12-08,Delivered,62.12
11711,2987,2024-09-08,Delivered,105.62
11712,1703,2024-01-15,Delivered,106.29
11713,2075,2024-08-10,Delivered,64.42
11714,2922,2024-07-19,Shipped,117.16
11715,1210,2024-04-16,Delivered,22.94
11716,1126,2024-09-06,Delivered,15.35
11717,1492,2024-03-29,Delivered,54.97
11718,2533,2024-05-04,Delivered,78.12
11719,1960,2024-04-22,Pending,81.07
11720,1970,2024-05-16,Delivered,65.03
11721,1581,2024-09-03,Delivered,28.11
11722,1777,2024-06-14,Pending,32.9
11723,1258,2024-05-29,Pending,104.48
11724,2954,2024-12-28,Delivered,106.13
11725,2212,2024-12-08,Delivered,85.76
11726,1230,2024-03-08,Delivered,84.74
11727,1189,2024-08-08,Delivered,77.76
11728,2439,2024-09-27,Cancelled,36.31
11729,1010,2024-11-16,Delivered,59.97
11730,2138,2024-11-05,Delivered,88.07
11731,2100,2024-12-14,Pending,71.41
11732,1676,2024-01-20,Delivered,16.95
11733,1502,2024-10-15,Delivered,115.12
11734,1085,2024-04-09,Pending,103.71
11735,1049,2024-09-08,Shipped,42.36
11736,2519,2024-03-17,Shipped,79.73
11737,1838,2024-05-14,Delivered,111.94
11738,2008,2024-06-21,Shipped,25.08
11739,1689,2024-12-28,Delivered,67.82
11740,1387,2024-07-19,Delivered,62.91
11741,1970,2024-08-04,Cancelled,58.07
11742,2413,2024-07-26,Delivered,102.74
11743,2006,2024-03-14,Shipped,54.97
11744,1218,2024-01-11,Delivered,21.68
11745,2725,2024-10-13,Delivered,21.91
11746,2005,2024-09-12,Shipped,19.49
11747,2370,2024-01-12,Delivered,57.96
11748,2254,2024-03-18,Delivered,90.43
11749,1255,2024-06-20,Delivered,36.39
11750,1236,2024-04-05,Pending,82.88
11751,2050,2024-11-01,Delivered,87.14
11752,2608,2024-09-29,Delivered,41.8
11753,2285,2024-06-27,Delivered,78.06
11754,2790,2024-03-04,Pending,86.91
11755,1271,2024-05-11,Shipped,63.99
11756,1123,2024-12-08,Shipped,50.36
11757,1656,2024-09-28,Delivered,80.01
11758,2281,2024-11-14,Delivered,117.67
11759,2680,2024-11-27,Delivered,59.82
11760,2445,2024-12-06,Delivered,56.13
11761,1259,2024-04-18,Delivered,63.75
11762,1948,2024-09-29,Cancelled,23.0
11763,1047,2024-06-16,Shipped,73.08
11764,1863,2024-06-28,Delivered,49.51
11765,1525,2024-02-27,Delivered,27.75
11766,1888,2024-03-19,Shipped,63.96
11767,1208,2024-03-01,Delivered,15.36
11768,2335,2024-04-30,Delivered,57.19
11769,1747,2024-07-25,Delivered,26.1
11770,1149,2024-02-03,Delivered,17.55
11771,2858,2024-03-10,Shipped,101.57
11772,1438,2024-01-17,Delivered,111.21
11773,1155,2024-01-20,Delivered,36.81
11774,2702,2024-11-10,Delivered,71.63
11775,2114,2024-03-09,Shipped,44.19
11776,2722,2024-08-02,Delivered,66.83
11777,2854,2024-06-09,Delivered,60.85
11778,1358,2024-04-11,Pending,43.25
11779,2198,2024-07-24,Cancelled,88.54
11780,2241,2024-05-24,Cancelled,28.28
11781,2931,2024-02-26,Shipped,20.57
11782,1456,2024-03-23,Delivered,95.61
11783,1776,2024-09-25,Delivered,84.92
11784,2633,2024-07-05,Delivered,67.35
11785,1629,2024-01-06,Delivered,64.12
11786,2223,2024-12-18,Cancelled,67.23
11787,1832,2024-12-15,Shipped,60.89
11788,1486,2024-04-19,Shipped,56.25
11789,1533,2024-05-17,Delivered,67.47
11790,1200,2024-02-20,Pending,70.49
11791,1371,2024-02-20,Shipped,87.65
11792,2014,2024-03-27,Delivered,89.68
11793,2983,2024-03-08,Pending,54.65
11794,1853,2024-03-24,Delivered,58.42
11795,2472,2024-02-11,Delivered,54.24
11796,1248,2024-08-06,Delivered,71.34
11797,1788,2024-02-26,Delivered,62.6
11798,1264,2024-08-13,Delivered,108.41
11799,2082,2024-07-14,Delivered,88.12
11800,2326,2024-09-04,Cancelled,109.36
11801,1031,2024-06-14,Delivered,89.46
11802,2522,2024-03-02,Shipped,116.95
11803,2273,2024-09-19,Delivered,81.75
11804,1605,2024-04-21,Delivered,116.17
11805,2801,2024-09-09,Delivered,31.61
11806,2295,2024-07-17,Delivered,20.51
11807,2630,2024-06-26,Delivered,75.81
11808,2690,2024-01-26,Delivered,118.27
11809,2418,2024-09-02,Delivered,58.85
11810,2821,2024-01-19,Delivered,37.26
11811,1502,2024-09-21,Shipped,69.76
11812,2616,2024-11-12,Delivered,83.12
11813,2828,2024-01-20,Delivered,48.09
11814,2108,2024-04-15,Delivered,90.05
11815,2389,2024-08-24,Delivered,117.39
11816,1886,2024-11-01,Delivered,109.18
11817,1549,2024-09-02,Cancelled,45.62
11818,2366,2024-03-21,Shipped,49.31
11819,1839,2024-05-29,Delivered,54.01
11820,2431,2024-01-10,Delivered,56.43
11821,2449,2024-11-16,Delivered,25.53
11822,2768,2024-08-11,Shipped,95.01
11823,2117,2024-09-20,Delivered,53.36
11824,1848,2024-05-28,Delivered,107.38
11825,1614,2024-10-04,Shipped,112.33
11826,1412,2024-09-30,Shipped,17.57
11827,1432,2024-07-12,Shipped,118.79
11828,1678,2024-06-20,Pending,89.55
11829,1159,2024-09-21,Pending,69.64
11830,1014,2024-11-05,Delivered,55.9
11831,1373,2024-01-26,Delivered,69.44
11832,1225,2024-12-15,Shipped,49.09
11833,2529,2024-12-21,Delivered,80.38
11834,2097,2024-01-26,Cancelled,24.76
11835,2273,2024-02-03,Delivered,80.22
11836,1511,2024-09-20,Delivered,43.91
11837,1603,2024-05-17,Delivered,16.85
11838,1216,2024-10-30,Delivered,73.03
11839,2997,2024-07-01,Delivered,75.74
11840,2626,2024-12-28,Shipped,59.79
11841,2565,2024-08-29,Delivered,22.59
11842,2971,2024-02-23,Shipped,108.8
11843,2841,2024-06-16,Delivered,79.2
11844,2963,2024-04-28,Delivered,27.15
11845,1988,2024-05-22,Delivered,68.65
11846,2244,2024-03-21,Delivered,67.21
11847,1840,2024-09-01,Shipped,21.34
11848,1727,2024-12-17,Pending,78.72
11849,2245,2024-12-23,Pending,99.87
11850,2413,2024-03-02,Cancelled,93.65
11851,1554,2024-02-15,Delivered,36.31
11852,2671,2024-03-27,Pending,105.54
11853,2066,2024-04-08,Shipped,50.97
11854,1676,2024-10-21,Pending,114.38
11855,1873,2024-02-22,Delivered,22.53
11856,1283,2024-07-10,Cancelled,66.05
11857,2082,2024-03-20,Delivered,77.7
11858,2838,2024-01-16,Shipped,41.0
11859,1834,2024-12-25,Delivered,95.99
11860,1537,2024-11-21,Delivered,80.82
11861,2097,2024-07-12,Delivered,16.9
11862,2909,2024-05-20,Delivered,78.88
11863,1923,2024-04-17,Delivered,66.61
11864,2153,2024-10-29,Shipped,35.58
11865,2623,2024-09-21,Delivered,119.55
11866,1842,2024-10-16,Delivered,109.2
11867,2450,2024-07-27,Delivered,45.71
11868,1948,2024-06-13,Delivered,71.81
11869,1665,2024-12-07,Delivered,48.23
11870,2718,2024-11-15,Delivered,96.43
11871,2149,2024-05-31,Delivered,112.68
11872,1067,2024-10-16,Delivered,52.68
11873,1006,2024-09-24,Delivered,99.59
11874,1637,2024-05-30,Delivered,67.33
11875,1314,2024-07-25,Delivered,56.64
11876,2350,2024-09-11,Cancelled,113.53
11877,1565,2024-12-18,Delivered,68.59
11878,2602,2024-05-20,Delivered,64.08
11879,1826,2024-12-08,Delivered,85.61
11880,1506,2024-12-23,Delivered,42.43
11881,2106,2024-04-05,Delivered,49.1
11882,2623,2024-08-14,Delivered,112.86
11883,2026,2024-07-11,Delivered,86.25
11884,1204,2024-10-29,Delivered,101.8
11885,1662,2024-11-09,Delivered,43.47
11886,1805,2024-04-27,Delivered,72.1
11887,1404,2024-01-05,Cancelled,117.0
11888,2127,2024-12-17,Delivered,48.46
11889,1536,2024-08-30,Delivered,31.85
11890,2392,2024-01-21,Cancelled,68.64
11891,2236,2024-05-31,Shipped,55.72
11892,1577,2024-05-07,Delivered,31.76
11893,2985,2024-05-03,Shipped,108.3
11894,2233,2024-05-25,Delivered,119.03
11895,1763,2024-10-03,Delivered,74.7
11896,2921,2024-11-05,Delivered,96.34
11897,1117,2024-05-31,Delivered,105.2
11898,1628,2024-12-25,Delivered,88.6
11899,1749,2024-04-20,Delivered,19.64
11900,2502,2024-04-25,Delivered,31.55
11901,1105,2024-07-06,Delivered,22.45
11902,1495,2024-02-26,Delivered,16.04
11903,2795,2024-09-07,Delivered,47.13
11904,1046,2024-05-29,Delivered,56.2
11905,1823,2024-06-10,Delivered,40.31
11906,2355,2024-04-29,Cancelled,21.78
11907,2240,2024-03-10,Delivered,70.64
11908,1982,2024-12-16,Delivered,43.7
11909,1960,2024-04-08,Pending,98.58
11910,2516,2024-06-15,Delivered,15.85
11911,2837,2024-10-24,Pending,103.47
11912,2946,2024-05-30,Delivered,115.25
11913,1845,2024-11-21,Delivered,90.19
11914,1449,2024-01-02,Delivered,92.03
11915,1536,2024-05-31,Delivered,113.02
11916,1511,2024-12-30,Delivered,36.95
11917,2482,2024-03-05,Pending,119.43
11918,2571,2024-11-21,Shipped,96.22
11919,2560,2024-03-09,Delivered,91.29
11920,1540,2024-04-30,Shipped,52.91
